date,storage,inflow,outflow,evaporation,elevation
1940-09-30,54.559,NA,NA,NA,167.853
1940-10-01,NA,NA,NA,NA,NA
1940-10-02,NA,NA,NA,NA,NA
1940-10-03,NA,NA,NA,NA,NA
1940-10-04,NA,NA,NA,NA,NA
1940-10-05,NA,NA,NA,NA,NA
1940-10-06,NA,NA,NA,NA,NA
1940-10-07,NA,NA,NA,NA,NA
1940-10-08,NA,NA,NA,NA,NA
1940-10-09,NA,NA,NA,NA,NA
1940-10-10,NA,NA,NA,NA,NA
1940-10-11,NA,NA,NA,NA,NA
1940-10-12,NA,NA,NA,NA,NA
1940-10-13,NA,NA,NA,NA,NA
1940-10-14,NA,NA,NA,NA,NA
1940-10-15,NA,NA,NA,NA,NA
1940-10-16,NA,NA,NA,NA,NA
1940-10-17,NA,NA,NA,NA,NA
1940-10-18,NA,NA,NA,NA,NA
1940-10-19,NA,NA,NA,NA,NA
1940-10-20,NA,NA,NA,NA,NA
1940-10-21,NA,NA,NA,NA,NA
1940-10-22,NA,NA,NA,NA,NA
1940-10-23,NA,NA,NA,NA,NA
1940-10-24,NA,NA,NA,NA,NA
1940-10-25,NA,NA,NA,NA,NA
1940-10-26,NA,NA,NA,NA,NA
1940-10-27,NA,NA,NA,NA,NA
1940-10-28,NA,NA,NA,NA,NA
1940-10-29,NA,NA,NA,NA,NA
1940-10-30,NA,NA,NA,NA,NA
1940-10-31,48.996,NA,NA,NA,167.091
1940-11-01,NA,NA,NA,NA,NA
1940-11-02,NA,NA,NA,NA,NA
1940-11-03,NA,NA,NA,NA,NA
1940-11-04,NA,NA,NA,NA,NA
1940-11-05,NA,NA,NA,NA,NA
1940-11-06,NA,NA,NA,NA,NA
1940-11-07,NA,NA,NA,NA,NA
1940-11-08,NA,NA,NA,NA,NA
1940-11-09,NA,NA,NA,NA,NA
1940-11-10,NA,NA,NA,NA,NA
1940-11-11,NA,NA,NA,NA,NA
1940-11-12,NA,NA,NA,NA,NA
1940-11-13,NA,NA,NA,NA,NA
1940-11-14,NA,NA,NA,NA,NA
1940-11-15,NA,NA,NA,NA,NA
1940-11-16,NA,NA,NA,NA,NA
1940-11-17,NA,NA,NA,NA,NA
1940-11-18,NA,NA,NA,NA,NA
1940-11-19,NA,NA,NA,NA,NA
1940-11-20,NA,NA,NA,NA,NA
1940-11-21,NA,NA,NA,NA,NA
1940-11-22,NA,NA,NA,NA,NA
1940-11-23,NA,NA,NA,NA,NA
1940-11-24,NA,NA,NA,NA,NA
1940-11-25,NA,NA,NA,NA,NA
1940-11-26,NA,NA,NA,NA,NA
1940-11-27,NA,NA,NA,NA,NA
1940-11-28,NA,NA,NA,NA,NA
1940-11-29,NA,NA,NA,NA,NA
1940-11-30,239.955,NA,NA,NA,181.508
1940-12-01,NA,NA,NA,NA,NA
1940-12-02,NA,NA,NA,NA,NA
1940-12-03,NA,NA,NA,NA,NA
1940-12-04,NA,NA,NA,NA,NA
1940-12-05,NA,NA,NA,NA,NA
1940-12-06,NA,NA,NA,NA,NA
1940-12-07,NA,NA,NA,NA,NA
1940-12-08,NA,NA,NA,NA,NA
1940-12-09,NA,NA,NA,NA,NA
1940-12-10,NA,NA,NA,NA,NA
1940-12-11,NA,NA,NA,NA,NA
1940-12-12,NA,NA,NA,NA,NA
1940-12-13,NA,NA,NA,NA,NA
1940-12-14,NA,NA,NA,NA,NA
1940-12-15,NA,NA,NA,NA,NA
1940-12-16,NA,NA,NA,NA,NA
1940-12-17,NA,NA,NA,NA,NA
1940-12-18,NA,NA,NA,NA,NA
1940-12-19,NA,NA,NA,NA,NA
1940-12-20,NA,NA,NA,NA,NA
1940-12-21,NA,NA,NA,NA,NA
1940-12-22,NA,NA,NA,NA,NA
1940-12-23,NA,NA,NA,NA,NA
1940-12-24,NA,NA,NA,NA,NA
1940-12-25,NA,NA,NA,NA,NA
1940-12-26,NA,NA,NA,NA,NA
1940-12-27,NA,NA,NA,NA,NA
1940-12-28,NA,NA,NA,NA,NA
1940-12-29,NA,NA,NA,NA,NA
1940-12-30,NA,NA,NA,NA,NA
1940-12-31,389.718,NA,NA,NA,187.452
1941-01-01,NA,NA,NA,NA,NA
1941-01-02,NA,NA,NA,NA,NA
1941-01-03,NA,NA,NA,NA,NA
1941-01-04,NA,NA,NA,NA,NA
1941-01-05,NA,NA,NA,NA,NA
1941-01-06,NA,NA,NA,NA,NA
1941-01-07,NA,NA,NA,NA,NA
1941-01-08,NA,NA,NA,NA,NA
1941-01-09,NA,NA,NA,NA,NA
1941-01-10,NA,NA,NA,NA,NA
1941-01-11,NA,NA,NA,NA,NA
1941-01-12,NA,NA,NA,NA,NA
1941-01-13,NA,NA,NA,NA,NA
1941-01-14,NA,NA,NA,NA,NA
1941-01-15,NA,NA,NA,NA,NA
1941-01-16,NA,NA,NA,NA,NA
1941-01-17,NA,NA,NA,NA,NA
1941-01-18,NA,NA,NA,NA,NA
1941-01-19,NA,NA,NA,NA,NA
1941-01-20,NA,NA,NA,NA,NA
1941-01-21,NA,NA,NA,NA,NA
1941-01-22,NA,NA,NA,NA,NA
1941-01-23,NA,NA,NA,NA,NA
1941-01-24,NA,NA,NA,NA,NA
1941-01-25,NA,NA,NA,NA,NA
1941-01-26,NA,NA,NA,NA,NA
1941-01-27,NA,NA,NA,NA,NA
1941-01-28,NA,NA,NA,NA,NA
1941-01-29,NA,NA,NA,NA,NA
1941-01-30,NA,NA,NA,NA,NA
1941-01-31,380.76,NA,NA,NA,187.147
1941-02-01,NA,NA,NA,NA,NA
1941-02-02,NA,NA,NA,NA,NA
1941-02-03,NA,NA,NA,NA,NA
1941-02-04,NA,NA,NA,NA,NA
1941-02-05,NA,NA,NA,NA,NA
1941-02-06,NA,NA,NA,NA,NA
1941-02-07,NA,NA,NA,NA,NA
1941-02-08,NA,NA,NA,NA,NA
1941-02-09,NA,NA,NA,NA,NA
1941-02-10,NA,NA,NA,NA,NA
1941-02-11,NA,NA,NA,NA,NA
1941-02-12,NA,NA,NA,NA,NA
1941-02-13,NA,NA,NA,NA,NA
1941-02-14,NA,NA,NA,NA,NA
1941-02-15,NA,NA,NA,NA,NA
1941-02-16,NA,NA,NA,NA,NA
1941-02-17,NA,NA,NA,NA,NA
