date,storage,inflow,outflow,evaporation,elevation
1980-01-01,NA,NA,0.005,NA,NA
1980-01-02,NA,NA,0.003,NA,NA
1980-01-03,NA,NA,0.002,NA,NA
1980-01-04,NA,NA,0.002,NA,NA
1980-01-05,NA,NA,0.003,NA,NA
1980-01-06,NA,NA,0.003,NA,NA
1980-01-07,NA,NA,0.002,NA,NA
1980-01-08,NA,NA,0.002,NA,NA
1980-01-09,NA,NA,0.002,NA,NA
1980-01-10,NA,NA,0.002,NA,NA
1980-01-11,NA,NA,0.002,NA,NA
1980-01-12,NA,NA,0.001,NA,NA
1980-01-13,NA,NA,0.002,NA,NA
1980-01-14,NA,NA,0.002,NA,NA
1980-01-15,NA,NA,0.002,NA,NA
1980-01-16,NA,NA,0.002,NA,NA
1980-01-17,NA,NA,0.002,NA,NA
1980-01-18,NA,NA,0.002,NA,NA
1980-01-19,NA,NA,0.003,NA,NA
1980-01-20,NA,NA,0.002,NA,NA
1980-01-21,NA,NA,0.002,NA,NA
1980-01-22,NA,NA,0.042,NA,NA
1980-01-23,NA,NA,0.034,NA,NA
1980-01-24,NA,NA,0.014,NA,NA
1980-01-25,NA,NA,0.008,NA,NA
1980-01-26,NA,NA,0.005,NA,NA
1980-01-27,NA,NA,0.003,NA,NA
1980-01-28,NA,NA,0.004,NA,NA
1980-01-29,NA,NA,0.003,NA,NA
1980-01-30,NA,NA,0.004,NA,NA
1980-01-31,NA,NA,0.002,NA,NA
1980-02-01,NA,NA,0.004,NA,NA
1980-02-02,NA,NA,0.005,NA,NA
1980-02-03,NA,NA,0.005,NA,NA
1980-02-04,NA,NA,0.005,NA,NA
1980-02-05,NA,NA,0.005,NA,NA
1980-02-06,NA,NA,0.005,NA,NA
1980-02-07,NA,NA,0.007,NA,NA
1980-02-08,NA,NA,0.013,NA,NA
1980-02-09,NA,NA,0.016,NA,NA
1980-02-10,NA,NA,0.014,NA,NA
1980-02-11,NA,NA,0.016,NA,NA
1980-02-12,NA,NA,0.01,NA,NA
1980-02-13,NA,NA,0.009,NA,NA
1980-02-14,NA,NA,0.009,NA,NA
1980-02-15,NA,NA,0.012,NA,NA
1980-02-16,NA,NA,0.008,NA,NA
1980-02-17,NA,NA,0.008,NA,NA
1980-02-18,NA,NA,0.009,NA,NA
1980-02-19,NA,NA,0.008,NA,NA
1980-02-20,NA,NA,0.008,NA,NA
1980-02-21,NA,NA,0.004,NA,NA
1980-02-22,NA,NA,0.007,NA,NA
1980-02-23,NA,NA,0.005,NA,NA
1980-02-24,NA,NA,0.005,NA,NA
1980-02-25,NA,NA,0.004,NA,NA
1980-02-26,NA,NA,0.004,NA,NA
1980-02-27,NA,NA,0.004,NA,NA
1980-02-28,NA,NA,0.005,NA,NA
1980-02-29,NA,NA,0.007,NA,NA
1980-03-01,NA,NA,0.004,NA,NA
1980-03-02,NA,NA,0.003,NA,NA
1980-03-03,NA,NA,0.004,NA,NA
1980-03-04,NA,NA,0.004,NA,NA
1980-03-05,NA,NA,0.004,NA,NA
1980-03-06,NA,NA,0.004,NA,NA
1980-03-07,NA,NA,0.004,NA,NA
1980-03-08,NA,NA,0.004,NA,NA
1980-03-09,NA,NA,0.005,NA,NA
1980-03-10,NA,NA,0.005,NA,NA
1980-03-11,NA,NA,0.005,NA,NA
1980-03-12,NA,NA,0.003,NA,NA
1980-03-13,NA,NA,0.004,NA,NA
1980-03-14,NA,NA,0.004,NA,NA
1980-03-15,NA,NA,0.004,NA,NA
1980-03-16,NA,NA,0.005,NA,NA
1980-03-17,NA,NA,0.004,NA,NA
1980-03-18,NA,NA,0.003,NA,NA
1980-03-19,NA,NA,0.004,NA,NA
1980-03-20,NA,NA,0.004,NA,NA
1980-03-21,NA,NA,0.003,NA,NA
1980-03-22,NA,NA,0.004,NA,NA
1980-03-23,NA,NA,0.004,NA,NA
1980-03-24,NA,NA,0.003,NA,NA
