date,storage,inflow,outflow,elevation,evaporation
1982-10-30,20.789,NA,NA,NA,NA
1982-10-31,20.789,NA,NA,NA,NA
1982-11-01,NA,NA,NA,NA,NA
1982-11-02,NA,NA,NA,NA,NA
1982-11-03,NA,NA,NA,NA,NA
1982-11-04,NA,NA,NA,NA,NA
1982-11-05,NA,NA,NA,NA,NA
1982-11-06,NA,NA,NA,NA,NA
1982-11-07,NA,NA,NA,NA,NA
1982-11-08,NA,NA,NA,NA,NA
1982-11-09,NA,NA,NA,NA,NA
1982-11-10,NA,NA,NA,NA,NA
1982-11-11,NA,NA,NA,NA,NA
1982-11-12,NA,NA,NA,NA,NA
1982-11-13,NA,NA,NA,NA,NA
1982-11-14,NA,NA,NA,NA,NA
1982-11-15,NA,NA,NA,NA,NA
1982-11-16,NA,NA,NA,NA,NA
1982-11-17,NA,NA,NA,NA,NA
1982-11-18,NA,NA,NA,NA,NA
1982-11-19,NA,NA,NA,NA,NA
1982-11-20,NA,NA,NA,NA,NA
1982-11-21,NA,NA,NA,NA,NA
1982-11-22,NA,NA,NA,NA,NA
1982-11-23,NA,NA,NA,NA,NA
1982-11-24,NA,NA,NA,NA,NA
1982-11-25,NA,NA,NA,NA,NA
1982-11-26,NA,NA,NA,NA,NA
1982-11-27,NA,NA,NA,NA,NA
1982-11-28,NA,NA,NA,NA,NA
1982-11-29,NA,NA,NA,NA,NA
1982-11-30,NA,NA,NA,NA,NA
1982-12-01,NA,NA,NA,NA,NA
1982-12-02,NA,NA,NA,NA,NA
1982-12-03,NA,NA,NA,NA,NA
1982-12-04,NA,NA,NA,NA,NA
1982-12-05,NA,NA,NA,NA,NA
1982-12-06,NA,NA,NA,NA,NA
1982-12-07,NA,NA,NA,NA,NA
1982-12-08,NA,NA,NA,NA,NA
1982-12-09,NA,NA,NA,NA,NA
1982-12-10,NA,NA,NA,NA,NA
1982-12-11,NA,NA,NA,NA,NA
1982-12-12,NA,NA,NA,NA,NA
1982-12-13,NA,NA,NA,NA,NA
1982-12-14,NA,NA,NA,NA,NA
1982-12-15,NA,NA,NA,NA,NA
1982-12-16,NA,NA,NA,NA,NA
1982-12-17,NA,NA,NA,NA,NA
1982-12-18,NA,NA,NA,NA,NA
1982-12-19,NA,NA,NA,NA,NA
1982-12-20,NA,NA,NA,NA,NA
1982-12-21,NA,NA,NA,NA,NA
1982-12-22,NA,NA,NA,NA,NA
1982-12-23,NA,NA,NA,NA,NA
1982-12-24,NA,NA,NA,NA,NA
1982-12-25,NA,NA,NA,NA,NA
1982-12-26,NA,NA,NA,NA,NA
1982-12-27,NA,NA,NA,NA,NA
1982-12-28,NA,NA,NA,NA,NA
1982-12-29,NA,NA,NA,NA,NA
1982-12-30,NA,NA,NA,NA,NA
1982-12-31,NA,NA,NA,NA,NA
1983-01-01,NA,NA,NA,NA,NA
1983-01-02,NA,NA,NA,NA,NA
1983-01-03,NA,NA,NA,NA,NA
1983-01-04,NA,NA,NA,NA,NA
1983-01-05,NA,NA,NA,NA,NA
1983-01-06,NA,NA,NA,NA,NA
1983-01-07,NA,NA,NA,NA,NA
1983-01-08,NA,NA,NA,NA,NA
1983-01-09,NA,NA,NA,NA,NA
1983-01-10,NA,NA,NA,NA,NA
1983-01-11,NA,NA,NA,NA,NA
1983-01-12,NA,NA,NA,NA,NA
1983-01-13,NA,NA,NA,NA,NA
1983-01-14,NA,NA,NA,NA,NA
1983-01-15,NA,NA,NA,NA,NA
1983-01-16,NA,NA,NA,NA,NA
1983-01-17,NA,NA,NA,NA,NA
1983-01-18,NA,NA,NA,NA,NA
1983-01-19,NA,NA,NA,NA,NA
1983-01-20,NA,NA,NA,NA,NA
1983-01-21,NA,NA,NA,NA,NA
1983-01-22,NA,NA,NA,NA,NA
1983-01-23,NA,NA,NA,NA,NA
1983-01-24,NA,NA,NA,NA,NA
1983-01-25,NA,NA,NA,NA,NA
1983-01-26,NA,NA,NA,NA,NA
1983-01-27,NA,NA,NA,NA,NA
1983-01-28,NA,NA,NA,NA,NA
1983-01-29,NA,NA,NA,NA,NA
1983-01-30,NA,NA,NA,NA,NA
1983-01-31,NA,NA,NA,NA,NA
1983-02-01,NA,NA,NA,NA,NA
1983-02-02,NA,NA,NA,NA,NA
1983-02-03,NA,NA,NA,NA,NA
1983-02-04,NA,NA,NA,NA,NA
1983-02-05,NA,NA,NA,NA,NA
1983-02-06,NA,NA,NA,NA,NA
1983-02-07,NA,NA,NA,NA,NA
1983-02-08,NA,NA,NA,NA,NA
1983-02-09,NA,NA,NA,NA,NA
1983-02-10,NA,NA,NA,NA,NA
1983-02-11,NA,NA,NA,NA,NA
1983-02-12,NA,NA,NA,NA,NA
1983-02-13,NA,NA,NA,NA,NA
1983-02-14,NA,NA,NA,NA,NA
1983-02-15,NA,NA,NA,NA,NA
1983-02-16,NA,NA,NA,NA,NA
1983-02-17,NA,NA,NA,NA,NA
1983-02-18,NA,NA,NA,NA,NA
1983-02-19,NA,NA,NA,NA,NA
1983-02-20,NA,NA,NA,NA,NA
1983-02-21,NA,NA,NA,NA,NA
1983-02-22,NA,NA,NA,NA,NA
1983-02-23,NA,NA,NA,NA,NA
1983-02-24,NA,NA,NA,NA,NA
1983-02-25,NA,NA,NA,NA,NA
1983-02-26,NA,NA,NA,NA,NA
1983-02-27,NA,NA,NA,NA,NA
1983-02-28,NA,NA,NA,NA,NA
1983-03-01,NA,NA,NA,NA,NA
1983-03-02,NA,NA,NA,NA,NA
1983-03-03,NA,NA,NA,NA,NA
1983-03-04,NA,NA,NA,NA,NA
1983-03-05,NA,NA,NA,NA,NA
1983-03-06,NA,NA,NA,NA,NA
1983-03-07,NA,NA,NA,NA,NA
1983-03-08,NA,NA,NA,NA,NA
1983-03-09,NA,NA,NA,NA,NA
1983-03-10,NA,NA,NA,NA,NA
1983-03-11,NA,NA,NA,NA,NA
1983-03-12,NA,NA,NA,NA,NA
1983-03-13,NA,NA,NA,NA,NA
1983-03-14,NA,NA,NA,NA,NA
1983-03-15,NA,NA,NA,NA,NA
1983-03-16,NA,NA,NA,NA,NA
1983-03-17,NA,NA,NA,NA,NA
1983-03-18,NA,NA,NA,NA,NA
1983-03-19,NA,NA,NA,NA,NA
1983-03-20,NA,NA,NA,NA,NA
1983-03-21,NA,NA,NA,NA,NA
1983-03-22,NA,NA,NA,NA,NA
1983-03-23,NA,NA,NA,NA,NA
1983-03-24,NA,NA,NA,NA,NA
1983-03-25,NA,NA,NA,NA,NA
1983-03-26,NA,NA,NA,NA,NA
1983-03-27,NA,NA,NA,NA,NA
1983-03-28,NA,NA,NA,NA,NA
1983-03-29,NA,NA,NA,NA,NA
1983-03-30,NA,NA,NA,NA,NA
1983-03-31,NA,NA,NA,NA,NA
1983-04-01,NA,NA,NA,NA,NA
1983-04-02,NA,NA,NA,NA,NA
1983-04-03,NA,NA,NA,NA,NA
